Warehouse,WeekEnding,PurchaseOrderPcs,Containers,ProductionPcs,TransferInPcs,TransferInCubes,TransferInTrucks,TransferOutPcs,TransferOutCubes,TranferOutTrucks,FinancialDivision
15 ,2026-08-29,1501,10,0,6385,62578,20,0,0,0,Domestic Casegoods
15 ,2026-08-29,4161,8,0,11,85,0,0,0,0,Import Bedding
15 ,2026-08-29,19099,66,0,2148,12032,4,3024,17399,5,Import Casegoods
15 ,2026-08-29,1030,14,0,127,1604,1,2,65,0,Imported Upholstery
15 ,2026-08-29,98,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-08-29,919,13,12682,3153,127216,40,0,0,0,Upholstery
17 ,2026-08-29,0,0,0,5204,38024,12,0,0,0,Domestic Bedding
17 ,2026-08-29,1929,11,0,6883,68470,21,0,0,0,Domestic Casegoods
17 ,2026-08-29,2686,7,0,279,891,0,0,0,0,Import Bedding
17 ,2026-08-29,23392,98,0,3926,20409,6,95,952,0,Import Casegoods
17 ,2026-08-29,1880,27,0,79,1165,0,0,0,0,Imported Upholstery
17 ,2026-08-29,1053,15,11856,4108,157940,49,0,0,0,Upholstery
28 ,2026-08-29,0,0,0,8772,65568,20,0,0,0,Domestic Bedding
28 ,2026-08-29,19,0,0,5238,61728,19,0,0,0,Domestic Casegoods
28 ,2026-08-29,1598,6,0,102,361,0,0,0,0,Import Bedding
28 ,2026-08-29,8833,35,0,2834,16888,5,22,92,0,Import Casegoods
28 ,2026-08-29,1007,14,0,66,1065,0,13,289,0,Imported Upholstery
28 ,2026-08-29,319,5,4213,6058,273567,85,0,0,0,Upholstery
335,2026-08-29,9,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-08-29,2104,4,0,0,0,0,1262,3666,1,Import Bedding
335,2026-08-29,35493,128,0,0,0,0,11637,73117,22,Import Casegoods
335,2026-08-29,6010,92,0,0,0,0,419,7000,2,Imported Upholstery
335,2026-08-29,12433,202,0,0,0,0,0,0,0,Upholstery
42 ,2026-08-29,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-08-29,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-08-29,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-08-29,0,0,0,6652,49210,15,0,0,0,Domestic Bedding
5  ,2026-08-29,902,5,0,4151,42274,13,0,0,0,Domestic Casegoods
5  ,2026-08-29,3614,9,0,179,524,0,309,1077,0,Import Bedding
5  ,2026-08-29,20353,76,0,3793,15643,5,2294,14667,4,Import Casegoods
5  ,2026-08-29,2104,28,0,26,454,0,146,847,0,Imported Upholstery
5  ,2026-08-29,64,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-08-29,9634,189,0,1156,59579,19,0,0,0,Upholstery
ECR,2026-08-29,0,0,0,5190,37266,12,182,1173,0,Domestic Bedding
ECR,2026-08-29,12,0,0,11896,135291,42,0,0,0,Domestic Casegoods
ECR,2026-08-29,2332,7,0,520,2054,1,0,0,0,Import Bedding
ECR,2026-08-29,24548,97,0,3514,15601,5,1725,3747,1,Import Casegoods
ECR,2026-08-29,3199,43,0,77,520,0,112,1686,1,Imported Upholstery
ECR,2026-08-29,141,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-08-29,46,1,35252,7859,298944,93,5374,242077,73,Upholstery
1  ,2026-09-05,0,0,0,8493,62932,20,0,0,0,Domestic Bedding
1  ,2026-09-05,15,0,48998,0,0,0,29591,319493,97,Domestic Casegoods
1  ,2026-09-05,4598,11,0,254,1037,0,0,0,0,Import Bedding
1  ,2026-09-05,28506,103,115,2868,16279,5,650,2443,1,Import Casegoods
1  ,2026-09-05,3333,47,0,131,1093,0,0,0,0,Imported Upholstery
1  ,2026-09-05,39,0,20939,5663,278046,87,1882,95775,29,Upholstery
15 ,2026-09-05,0,0,0,11675,86869,27,0,0,0,Domestic Bedding
15 ,2026-09-05,2783,17,0,5008,51301,16,0,0,0,Domestic Casegoods
15 ,2026-09-05,7662,15,0,156,546,0,0,0,0,Import Bedding
15 ,2026-09-05,22816,82,0,2022,14444,5,2827,16748,5,Import Casegoods
15 ,2026-09-05,2153,31,0,151,2407,1,1,32,0,Imported Upholstery
15 ,2026-09-05,90,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-09-05,1276,17,12690,2908,118184,37,0,0,0,Upholstery
17 ,2026-09-05,0,0,0,8946,66634,21,0,0,0,Domestic Bedding
17 ,2026-09-05,3080,19,0,5713,54061,17,0,0,0,Domestic Casegoods
17 ,2026-09-05,5177,13,0,379,1325,0,6,40,0,Import Bedding
17 ,2026-09-05,25689,107,0,4086,24431,8,89,506,0,Import Casegoods
17 ,2026-09-05,3514,51,0,108,2021,1,0,0,0,Imported Upholstery
17 ,2026-09-05,1521,23,11606,3633,142001,44,0,0,0,Upholstery
28 ,2026-09-05,0,0,0,6207,46314,14,0,0,0,Domestic Bedding
28 ,2026-09-05,12,0,0,4522,51536,16,0,0,0,Domestic Casegoods
28 ,2026-09-05,4287,10,0,141,448,0,0,0,0,Import Bedding
28 ,2026-09-05,12268,49,0,3374,22078,7,20,82,0,Import Casegoods
28 ,2026-09-05,1964,29,0,97,1892,1,9,200,0,Imported Upholstery
28 ,2026-09-05,642,10,4198,5744,255145,80,0,0,0,Upholstery
335,2026-09-05,12,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-09-05,2556,6,0,0,0,0,1149,3588,1,Import Bedding
335,2026-09-05,41847,163,0,0,0,0,11923,75198,23,Import Casegoods
335,2026-09-05,7370,111,0,0,0,0,441,7546,2,Imported Upholstery
335,2026-09-05,13478,220,0,0,0,0,0,0,0,Upholstery
42 ,2026-09-05,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-09-05,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-09-05,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-09-05,0,0,0,10765,80565,25,0,0,0,Domestic Bedding
5  ,2026-09-05,1912,12,0,3489,33624,11,0,0,0,Domestic Casegoods
5  ,2026-09-05,7482,17,0,210,607,0,463,1406,0,Import Bedding
5  ,2026-09-05,25520,95,0,3033,13007,4,1951,12002,4,Import Casegoods
5  ,2026-09-05,3559,49,0,48,582,0,143,853,0,Imported Upholstery
5  ,2026-09-05,63,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-09-05,15441,297,0,1104,54786,17,0,0,0,Upholstery
ECR,2026-09-05,0,0,0,9944,73089,23,100,644,0,Domestic Bedding
ECR,2026-09-05,29,0,0,9269,111046,35,0,0,0,Domestic Casegoods
ECR,2026-09-05,4875,11,0,331,1074,0,0,0,0,Import Bedding
ECR,2026-09-05,29365,118,0,2483,12868,4,2050,4630,1,Import Casegoods
ECR,2026-09-05,5113,72,0,71,493,0,97,1267,0,Imported Upholstery
ECR,2026-09-05,130,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-09-05,86,2,31315,6702,258459,81,5540,249380,76,Upholstery
1  ,2026-09-12,0,0,0,6861,49966,16,0,0,0,Domestic Bedding
1  ,2026-09-12,15,0,43835,0,0,0,27550,294032,89,Domestic Casegoods
1  ,2026-09-12,3565,10,0,350,1115,0,0,0,0,Import Bedding
1  ,2026-09-12,30655,112,103,3062,17933,6,507,2366,1,Import Casegoods
1  ,2026-09-12,3574,51,0,138,1158,0,0,0,0,Imported Upholstery
1  ,2026-09-12,45,1,21513,5973,292679,91,1671,84782,26,Upholstery
15 ,2026-09-12,0,0,0,8713,63783,20,0,0,0,Domestic Bedding
15 ,2026-09-12,3045,20,0,5170,53497,17,0,0,0,Domestic Casegoods
15 ,2026-09-12,5836,12,0,49,218,0,0,0,0,Import Bedding
15 ,2026-09-12,25462,92,0,2052,13557,4,3058,18189,6,Import Casegoods
15 ,2026-09-12,2158,32,0,146,2319,1,2,65,0,Imported Upholstery
15 ,2026-09-12,93,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-09-12,1329,18,12891,3038,123548,39,0,0,0,Upholstery
17 ,2026-09-12,0,0,0,6742,49442,15,0,0,0,Domestic Bedding
17 ,2026-09-12,3432,21,0,5632,55669,17,0,0,0,Domestic Casegoods
17 ,2026-09-12,3624,10,0,427,1221,0,0,0,0,Import Bedding
17 ,2026-09-12,28070,117,0,4755,23430,7,98,976,0,Import Casegoods
17 ,2026-09-12,3856,55,0,118,2241,1,0,0,0,Imported Upholstery
17 ,2026-09-12,1572,24,12021,3787,146921,46,0,0,0,Upholstery
28 ,2026-09-12,0,0,0,8892,66405,21,0,0,0,Domestic Bedding
28 ,2026-09-12,17,0,0,4596,53623,17,0,0,0,Domestic Casegoods
28 ,2026-09-12,3543,9,0,235,645,0,0,0,0,Import Bedding
28 ,2026-09-12,13426,55,0,3024,19590,6,11,71,0,Import Casegoods
28 ,2026-09-12,2070,30,0,84,1518,0,4,89,0,Imported Upholstery
28 ,2026-09-12,666,11,4160,5869,261703,82,0,0,0,Upholstery
335,2026-09-12,11,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-09-12,2976,6,0,0,0,0,1641,4948,1,Import Bedding
335,2026-09-12,43203,167,0,0,0,0,12614,74728,23,Import Casegoods
335,2026-09-12,6992,104,0,0,0,0,387,6310,2,Imported Upholstery
335,2026-09-12,13193,215,0,0,0,0,0,0,0,Upholstery
42 ,2026-09-12,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-09-12,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-09-12,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-09-12,0,0,0,8167,60568,19,0,0,0,Domestic Bedding
5  ,2026-09-12,2105,13,0,3516,36445,11,0,0,0,Domestic Casegoods
5  ,2026-09-12,5857,14,0,306,949,0,465,1417,0,Import Bedding
5  ,2026-09-12,27255,102,0,3428,14577,5,2107,13562,4,Import Casegoods
5  ,2026-09-12,3708,52,0,63,629,0,138,802,0,Imported Upholstery
5  ,2026-09-12,61,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-09-12,16220,312,0,1148,57975,18,0,0,0,Upholstery
ECR,2026-09-12,0,0,0,7520,54141,17,100,662,0,Domestic Bedding
ECR,2026-09-12,42,0,0,10677,120260,38,0,0,0,Domestic Casegoods
ECR,2026-09-12,3884,9,0,349,1091,0,0,0,0,Import Bedding
ECR,2026-09-12,31270,127,0,3092,15636,5,1727,3820,1,Import Casegoods
ECR,2026-09-12,5045,72,0,74,509,0,87,1094,0,Imported Upholstery
ECR,2026-09-12,132,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-09-12,90,2,31102,6760,259942,81,5183,235046,71,Upholstery
1  ,2026-09-19,0,0,0,6005,43553,14,0,0,0,Domestic Bedding
1  ,2026-09-19,16,0,44749,0,0,0,27126,292744,89,Domestic Casegoods
1  ,2026-09-19,3344,9,0,342,996,0,0,0,0,Import Bedding
1  ,2026-09-19,28184,102,102,2818,17020,5,676,2448,1,Import Casegoods
1  ,2026-09-19,3435,48,0,125,1040,0,0,0,0,Imported Upholstery
1  ,2026-09-19,39,0,19336,5389,265092,83,1725,87029,26,Upholstery
15 ,2026-09-19,0,0,0,7736,56654,18,0,0,0,Domestic Bedding
15 ,2026-09-19,2877,18,0,4996,49177,15,0,0,0,Domestic Casegoods
15 ,2026-09-19,5298,11,0,151,487,0,0,0,0,Import Bedding
15 ,2026-09-19,22870,82,0,2090,14773,5,2742,15315,5,Import Casegoods
15 ,2026-09-19,1987,29,0,138,2227,1,0,0,0,Imported Upholstery
15 ,2026-09-19,88,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-09-19,1207,16,12402,2760,113280,35,0,0,0,Upholstery
17 ,2026-09-19,0,0,0,6314,46469,15,0,0,0,Domestic Bedding
17 ,2026-09-19,2924,19,0,5394,51968,16,0,0,0,Domestic Casegoods
17 ,2026-09-19,3249,9,0,389,1221,0,9,10,0,Import Bedding
17 ,2026-09-19,25415,106,0,4413,27111,8,55,387,0,Import Casegoods
17 ,2026-09-19,3425,50,0,102,1971,1,0,0,0,Imported Upholstery
17 ,2026-09-19,1449,22,11465,3473,135825,42,0,0,0,Upholstery
28 ,2026-09-19,0,0,0,5784,42711,13,0,0,0,Domestic Bedding
28 ,2026-09-19,20,0,0,4374,50396,16,0,0,0,Domestic Casegoods
28 ,2026-09-19,3087,8,0,249,737,0,0,0,0,Import Bedding
28 ,2026-09-19,12445,51,0,3091,19844,6,6,39,0,Import Casegoods
28 ,2026-09-19,1896,28,0,72,1250,0,5,111,0,Imported Upholstery
28 ,2026-09-19,610,10,4047,5486,244488,76,0,0,0,Upholstery
335,2026-09-19,13,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-09-19,1945,3,0,0,0,0,1265,3746,1,Import Bedding
335,2026-09-19,38590,151,0,0,0,0,9626,60065,18,Import Casegoods
335,2026-09-19,6762,102,0,0,0,0,341,4838,1,Imported Upholstery
335,2026-09-19,12404,202,0,0,0,0,0,0,0,Upholstery
42 ,2026-09-19,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-09-19,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-09-19,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-09-19,0,0,0,7121,52832,17,0,0,0,Domestic Bedding
5  ,2026-09-19,1873,12,0,3366,32898,10,0,0,0,Domestic Casegoods
5  ,2026-09-19,5515,13,0,294,913,0,301,1317,0,Import Bedding
5  ,2026-09-19,25161,95,0,2732,13555,4,1702,9993,3,Import Casegoods
5  ,2026-09-19,3417,47,0,51,418,0,130,749,0,Imported Upholstery
5  ,2026-09-19,58,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-09-19,14809,285,0,1011,51071,16,0,0,0,Upholstery
ECR,2026-09-19,0,0,0,7038,50689,16,99,643,0,Domestic Bedding
ECR,2026-09-19,41,0,0,9420,109594,34,0,0,0,Domestic Casegoods
ECR,2026-09-19,3754,9,0,382,1071,0,9,13,0,Import Bedding
ECR,2026-09-19,29252,118,0,2421,13036,4,2085,4560,1,Import Casegoods
ECR,2026-09-19,4632,66,0,69,479,0,93,1206,0,Imported Upholstery
ECR,2026-09-19,124,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-09-19,87,2,30149,6172,238592,75,5120,230975,70,Upholstery
1  ,2026-09-26,0,0,0,6538,48107,15,0,0,0,Domestic Bedding
1  ,2026-09-26,15,0,35025,0,0,0,18303,203486,62,Domestic Casegoods
1  ,2026-09-26,3356,9,0,329,1062,0,0,0,0,Import Bedding
1  ,2026-09-26,28399,104,112,2876,16531,5,442,1919,1,Import Casegoods
1  ,2026-09-26,3297,47,0,126,1055,0,0,0,0,Imported Upholstery
1  ,2026-09-26,41,0,20221,5615,275677,86,1583,81150,25,Upholstery
15 ,2026-09-26,0,0,0,8064,58987,18,0,0,0,Domestic Bedding
15 ,2026-09-26,2744,17,0,4865,50315,16,0,0,0,Domestic Casegoods
15 ,2026-09-26,5775,12,0,40,100,0,0,0,0,Import Bedding
15 ,2026-09-26,23441,84,0,2124,12224,4,2324,12580,4,Import Casegoods
15 ,2026-09-26,2016,30,0,134,2076,1,0,0,0,Imported Upholstery
15 ,2026-09-26,85,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-09-26,1239,16,12029,2788,113652,36,0,0,0,Upholstery
17 ,2026-09-26,0,0,0,6459,48090,15,0,0,0,Domestic Bedding
17 ,2026-09-26,3327,20,0,5583,53992,17,0,0,0,Domestic Casegoods
17 ,2026-09-26,3455,9,0,389,1228,0,0,0,0,Import Bedding
17 ,2026-09-26,26171,109,0,3685,20579,6,17,153,0,Import Casegoods
17 ,2026-09-26,3468,50,0,110,2091,1,0,0,0,Imported Upholstery
17 ,2026-09-26,1471,22,11693,3425,133155,42,0,0,0,Upholstery
28 ,2026-09-26,0,0,0,4407,32655,10,0,0,0,Domestic Bedding
28 ,2026-09-26,23,0,0,4122,47816,15,0,0,0,Domestic Casegoods
28 ,2026-09-26,5918,14,0,262,716,0,0,0,0,Import Bedding
28 ,2026-09-26,12655,52,0,3203,20096,6,6,9,0,Import Casegoods
28 ,2026-09-26,1917,28,0,79,1436,0,1,22,0,Imported Upholstery
28 ,2026-09-26,639,10,4069,5429,242798,76,0,0,0,Upholstery
335,2026-09-26,11,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-09-26,1173,2,0,0,0,0,689,2370,1,Import Bedding
335,2026-09-26,35490,144,0,0,0,0,6278,35835,11,Import Casegoods
335,2026-09-26,6709,103,0,0,0,0,169,2242,1,Imported Upholstery
335,2026-09-26,12606,205,0,0,0,0,0,0,0,Upholstery
42 ,2026-09-26,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-09-26,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-09-26,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-09-26,0,0,0,7569,56042,18,0,0,0,Domestic Bedding
5  ,2026-09-26,1934,12,0,3104,32244,10,0,0,0,Domestic Casegoods
5  ,2026-09-26,10564,24,0,252,684,0,141,826,0,Import Bedding
5  ,2026-09-26,25435,96,0,3466,15323,5,1858,10586,3,Import Casegoods
5  ,2026-09-26,3538,49,0,55,466,0,127,785,0,Imported Upholstery
5  ,2026-09-26,80,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-09-26,16464,317,0,1029,52416,16,0,0,0,Upholstery
ECR,2026-09-26,0,0,0,7303,52279,16,8,62,0,Domestic Bedding
ECR,2026-09-26,17,0,0,9452,108377,34,0,0,0,Domestic Casegoods
ECR,2026-09-26,4033,9,0,331,1035,0,0,0,0,Import Bedding
ECR,2026-09-26,29472,120,0,2663,13479,4,1503,2982,1,Import Casegoods
ECR,2026-09-26,4717,67,0,71,493,0,96,1296,0,Imported Upholstery
ECR,2026-09-26,124,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-09-26,87,2,29770,6553,252458,79,4041,182992,55,Upholstery
1  ,2026-10-03,0,0,0,2891,19772,6,0,0,0,Domestic Bedding
1  ,2026-10-03,10,0,37209,0,0,0,27715,297306,90,Domestic Casegoods
1  ,2026-10-03,4679,13,0,362,1338,0,0,0,0,Import Bedding
1  ,2026-10-03,35146,125,125,3167,17922,6,585,2049,1,Import Casegoods
1  ,2026-10-03,3907,55,0,151,1249,0,0,0,0,Imported Upholstery
1  ,2026-10-03,40,0,21808,6117,299922,94,1785,90381,27,Upholstery
15 ,2026-10-03,0,0,0,2905,20555,6,0,0,0,Domestic Bedding
15 ,2026-10-03,2919,18,0,2931,31663,10,0,0,0,Domestic Casegoods
15 ,2026-10-03,8933,18,0,123,547,0,0,0,0,Import Bedding
15 ,2026-10-03,28618,98,0,2214,15496,5,2816,14372,4,Import Casegoods
15 ,2026-10-03,2329,34,0,160,2822,1,0,0,0,Imported Upholstery
15 ,2026-10-03,112,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-10-03,1628,23,12746,2874,116303,36,0,0,0,Upholstery
17 ,2026-10-03,0,0,0,3298,22796,7,0,0,0,Domestic Bedding
17 ,2026-10-03,2453,16,0,3272,31533,10,0,0,0,Domestic Casegoods
17 ,2026-10-03,6394,16,0,261,833,0,0,0,0,Import Bedding
17 ,2026-10-03,30714,123,0,4241,23763,7,30,169,0,Import Casegoods
17 ,2026-10-03,4016,58,0,119,2542,1,0,0,0,Imported Upholstery
17 ,2026-10-03,1677,26,11665,4117,162013,51,0,0,0,Upholstery
28 ,2026-10-03,0,0,0,4129,30801,10,0,0,0,Domestic Bedding
28 ,2026-10-03,9,0,0,2950,36079,11,0,0,0,Domestic Casegoods
28 ,2026-10-03,7073,15,0,157,428,0,0,0,0,Import Bedding
28 ,2026-10-03,17466,70,0,3494,21710,7,6,9,0,Import Casegoods
28 ,2026-10-03,2516,37,0,89,1657,1,0,0,0,Imported Upholstery
28 ,2026-10-03,847,14,3261,4862,213896,67,0,0,0,Upholstery
335,2026-10-03,12,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-10-03,56,0,0,0,0,0,510,1414,0,Import Bedding
335,2026-10-03,42620,170,0,0,0,0,5248,30727,9,Import Casegoods
335,2026-10-03,7507,115,0,0,0,0,131,1803,1,Imported Upholstery
335,2026-10-03,12654,207,0,0,0,0,0,0,0,Upholstery
42 ,2026-10-03,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-10-03,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-10-03,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-10-03,0,0,0,2932,21156,7,0,0,0,Domestic Bedding
5  ,2026-10-03,1947,13,0,2352,24888,8,0,0,0,Domestic Casegoods
5  ,2026-10-03,10533,25,0,218,576,0,148,1005,0,Import Bedding
5  ,2026-10-03,33673,121,0,2904,14073,4,2462,13858,4,Import Casegoods
5  ,2026-10-03,4553,64,0,72,580,0,145,948,0,Imported Upholstery
5  ,2026-10-03,83,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-10-03,22722,441,0,948,47245,15,0,0,0,Upholstery
ECR,2026-10-03,0,0,0,5313,38002,12,107,710,0,Domestic Bedding
ECR,2026-10-03,42,0,0,6798,79322,25,0,0,0,Domestic Casegoods
ECR,2026-10-03,6183,14,0,297,936,0,0,0,0,Import Bedding
ECR,2026-10-03,35492,138,0,2627,12588,4,2090,4697,1,Import Casegoods
ECR,2026-10-03,5775,82,0,67,484,0,101,1272,0,Imported Upholstery
ECR,2026-10-03,163,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-10-03,103,2,27937,6992,270975,85,5240,235578,71,Upholstery
1  ,2026-10-10,0,0,0,7394,54301,17,0,0,0,Domestic Bedding
1  ,2026-10-10,26,0,43093,0,0,0,27890,301725,91,Domestic Casegoods
1  ,2026-10-10,4027,10,0,228,897,0,0,0,0,Import Bedding
1  ,2026-10-10,28760,105,106,3141,17892,6,606,2845,1,Import Casegoods
1  ,2026-10-10,3319,47,0,130,1069,0,0,0,0,Imported Upholstery
1  ,2026-10-10,39,0,20289,5427,266181,83,1806,91721,28,Upholstery
15 ,2026-10-10,0,0,0,11139,82133,26,0,0,0,Domestic Bedding
15 ,2026-10-10,2944,19,0,4681,46907,15,0,0,0,Domestic Casegoods
15 ,2026-10-10,6779,13,0,35,83,0,0,0,0,Import Bedding
15 ,2026-10-10,24020,88,0,2171,13963,4,3006,19510,6,Import Casegoods
15 ,2026-10-10,2147,31,0,144,2257,1,0,0,0,Imported Upholstery
15 ,2026-10-10,126,1,0,0,0,0,0,0,0,Marketplace
15 ,2026-10-10,1386,19,12127,2888,119246,37,0,0,0,Upholstery
17 ,2026-10-10,0,0,0,7561,55952,17,0,0,0,Domestic Bedding
17 ,2026-10-10,3073,20,0,5565,52918,17,0,0,0,Domestic Casegoods
17 ,2026-10-10,4067,10,0,397,1328,0,0,0,0,Import Bedding
17 ,2026-10-10,25866,107,0,4056,20682,6,22,340,0,Import Casegoods
17 ,2026-10-10,3483,50,0,110,2130,1,0,0,0,Imported Upholstery
17 ,2026-10-10,1446,22,10880,3693,144843,45,0,0,0,Upholstery
28 ,2026-10-10,0,0,0,12725,95608,30,0,0,0,Domestic Bedding
28 ,2026-10-10,27,0,0,4515,51228,16,0,0,0,Domestic Casegoods
28 ,2026-10-10,5468,13,0,177,544,0,0,0,0,Import Bedding
28 ,2026-10-10,13065,53,0,3455,20801,7,4,6,0,Import Casegoods
28 ,2026-10-10,2144,31,0,85,1453,0,23,512,0,Imported Upholstery
28 ,2026-10-10,1005,17,4282,5551,247033,77,0,0,0,Upholstery
335,2026-10-10,14,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-10-10,62,0,0,0,0,0,254,833,0,Import Bedding
335,2026-10-10,33088,139,0,0,0,0,2542,13626,4,Import Casegoods
335,2026-10-10,6678,105,0,0,0,0,64,499,0,Imported Upholstery
335,2026-10-10,12797,210,0,0,0,0,0,0,0,Upholstery
42 ,2026-10-10,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-10-10,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-10-10,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-10-10,0,0,0,9923,73573,23,0,0,0,Domestic Bedding
5  ,2026-10-10,1968,12,0,3363,32936,10,0,0,0,Domestic Casegoods
5  ,2026-10-10,9712,22,0,298,910,0,126,768,0,Import Bedding
5  ,2026-10-10,26810,99,0,3071,14171,4,1870,11021,3,Import Casegoods
5  ,2026-10-10,2935,40,0,60,486,0,139,835,0,Imported Upholstery
5  ,2026-10-10,63,0,0,0,0,0,0,0,0,Marketplace
5  ,2026-10-10,10148,191,0,1032,52175,16,0,0,0,Upholstery
ECR,2026-10-10,0,0,0,9250,67499,21,160,1050,0,Domestic Bedding
ECR,2026-10-10,41,0,0,9591,113317,35,0,0,0,Domestic Casegoods
ECR,2026-10-10,4961,11,0,224,853,0,0,0,0,Import Bedding
ECR,2026-10-10,30271,120,0,2783,15109,5,1960,4242,1,Import Casegoods
ECR,2026-10-10,4876,69,0,72,525,0,100,1270,0,Imported Upholstery
ECR,2026-10-10,179,1,0,0,0,0,0,0,0,Marketplace
ECR,2026-10-10,88,2,31303,6516,251833,79,5285,238756,72,Upholstery
1  ,2026-10-17,0,0,0,7569,55924,17,0,0,0,Domestic Bedding
1  ,2026-10-17,15,0,41979,0,0,0,26872,285936,87,Domestic Casegoods
1  ,2026-10-17,3813,10,0,279,994,0,0,0,0,Import Bedding
1  ,2026-10-17,29046,105,113,2982,16147,5,495,2084,1,Import Casegoods
1  ,2026-10-17,3311,47,0,125,1014,0,0,0,0,Imported Upholstery
1  ,2026-10-17,40,0,19970,5517,271042,85,1735,87792,27,Upholstery
15 ,2026-10-17,0,0,0,11273,83130,26,0,0,0,Domestic Bedding
15 ,2026-10-17,2611,17,0,4871,49387,15,0,0,0,Domestic Casegoods
15 ,2026-10-17,9136,19,0,109,467,0,0,0,0,Import Bedding
15 ,2026-10-17,23736,86,0,2253,14647,5,2846,17261,5,Import Casegoods
15 ,2026-10-17,2504,37,0,140,2189,1,13,289,0,Imported Upholstery
15 ,2026-10-17,94,0,0,0,0,0,0,0,0,Marketplace
15 ,2026-10-17,1406,19,13569,2973,121230,38,0,0,0,Upholstery
17 ,2026-10-17,0,0,0,8258,61531,19,0,0,0,Domestic Bedding
17 ,2026-10-17,3171,20,0,5382,52259,16,0,0,0,Domestic Casegoods
17 ,2026-10-17,4615,12,0,274,966,0,36,247,0,Import Bedding
17 ,2026-10-17,26111,108,0,4443,25293,8,8,139,0,Import Casegoods
17 ,2026-10-17,3735,54,0,110,2137,1,0,0,0,Imported Upholstery
17 ,2026-10-17,1490,23,11420,3655,142851,45,0,0,0,Upholstery
28 ,2026-10-17,0,0,0,5846,43430,14,0,0,0,Domestic Bedding
28 ,2026-10-17,12,0,0,4433,51916,16,0,0,0,Domestic Casegoods
28 ,2026-10-17,3061,7,0,181,560,0,0,0,0,Import Bedding
28 ,2026-10-17,13204,53,0,3108,21330,7,57,1456,0,Import Casegoods
28 ,2026-10-17,1491,22,0,88,1579,0,14,312,0,Imported Upholstery
28 ,2026-10-17,226,4,4232,5613,251302,79,0,0,0,Upholstery
335,2026-10-17,13,0,0,0,0,0,0,0,0,Domestic Casegoods
335,2026-10-17,59,0,0,0,0,0,0,0,0,Import Bedding
335,2026-10-17,30617,132,0,0,0,0,0,0,0,Import Casegoods
335,2026-10-17,6589,104,0,0,0,0,0,0,0,Imported Upholstery
335,2026-10-17,12698,209,0,0,0,0,0,0,0,Upholstery
42 ,2026-10-17,0,0,0,0,0,0,0,0,0,Domestic Casegoods
42 ,2026-10-17,0,0,0,0,0,0,0,0,0,Import Casegoods
42 ,2026-10-17,0,0,0,0,0,0,0,0,0,Upholstery
5  ,2026-10-17,0,0,0,10218,77102,24,0,0,0,Domestic Bedding
