* Last Update 3/24/2026 *,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,* Last Update 3/24/2026 *.1,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
,,,,,,,,,,,,,,,,,,SALES GOALS ACTUAL ,,,,,2026-03-28 00:00:00,2026-04-04 00:00:00,2026-04-11 00:00:00,2026-04-18 00:00:00,2026-04-25 00:00:00,2026-05-02 00:00:00,2026-05-09 00:00:00,2026-05-16 00:00:00,2026-05-23 00:00:00,2026-05-30 00:00:00,2026-06-06 00:00:00,2026-06-13 00:00:00,2026-06-20 00:00:00,2026-06-27 00:00:00,2026-07-04 00:00:00,2026-07-11 00:00:00,2026-07-18 00:00:00,2026-07-25 00:00:00,2026-08-01 00:00:00,2026-08-08 00:00:00,2026-08-15 00:00:00,2026-08-22 00:00:00,2026-08-29 00:00:00,2026-09-05 00:00:00,2026-09-12 00:00:00
1,Date,Billable,Bill-ECOMM,WKLY ASP,WKLY DF $,Ecomm,,1,Date,2026 DF,20.25,Delta 2026 Transfer,,,1,Week,Period,PCS FCST,ASP,Invoicing FCST,,1  ,221.58080446415474,220.78589862805327,217.99071724807675,223.08956930229155,230.63462832910946,221.35459881225768,229.24132869204544,225.73472292251586,230.01198140103023,237.06274493068642,230.9770174240854,221.10069102780133,220.51907774922,231.17104702345486,241.2589302323492,237.15434106525132,222.58738999581794,234.27871994029948,227.5794176188514,223.32697999619774,223.70284186889594,229.05347691534334,234.11806785998485,213.9717841395339,206.8016527433823
1,2026-03-28 00:00:00,83175,75158,221.96,18483683,8017,,1,2026-03-28 00:00:00,122404,0.28793116292930043,35243.92606719809,,,1,2026-02-14 00:00:00,FEB,81700,223.30478188494493,18244000.68,,15 ,218.9343216879151,228.18322695007166,227.90645382303777,234.3199672760616,233.27314528257543,229.444806834807,237.68598760101105,236.19606723829017,247.38262645250475,251.49813103794855,221.983606073058,229.54145809999338,236.80665263870185,237.63834947404274,239.98764858455363,249.81508789560522,238.6652767370896,238.3938954021363,226.1877061231459,233.79772118840057,236.5314769827266,239.2108922042672,242.81361345470148,233.48079348250656,223.61619638110196
1,2026-04-04 00:00:00,90301,82030,217.27,19632185,8271,,1,2026-04-04 00:00:00,132638,0.3271218181397822,43388.78371442443,,,1,2026-02-21 00:00:00,FEB,87232,252.11791567314745,21992750.02,,17 ,237.533490613329,239.96618413034588,246.79184000718507,249.05596353364078,249.0202974498016,244.3589949448419,248.82096051797419,251.0716679453636,257.05258664601604,260.1000519001942,251.60270001817696,224.07371126715083,248.67254661991782,256.3893553673397,252.98275677317787,251.85905003238307,254.20840042045245,246.9746282751171,239.95108537185897,237.9437518539671,250.3134310465582,254.61053935034926,254.4309249733881,231.6473848732994,223.02897716346155
1,2026-04-11 00:00:00,76001,68975,223.08,16963473,7026,,1,2026-04-11 00:00:00,103024,0.2405589898338851,24783.349368646177,,,1,2026-02-28 00:00:00,FEB,90504,211.3198422169186,19125291,,19 ,226.83775499815565,75.3138007525754,89.79344651292614,80.44117785803903,77.07355281026972,87.9333360933097,78.08574349651424,82.83347799467407,69.82217904571367,75.98196441303055,62.09212129766183,71.4541067809364,71.96813976648666,64.80433401208032,73.7614802094673,58.03237239033596,59.27560772422503,55.033510581319895,53.13944205178333,52.56048995059073,59.120756535100654,57.19978517096676,57.47837022037251,107.36458333333333,106.43558282208589
1,2026-04-18 00:00:00,74526,67844,218.09,16266988,6682,,1,2026-04-18 00:00:00,116855,0.2679413855499548,31310.290608439966,,,1,2026-03-07 00:00:00,MAR,92716,211.41269015056733,19601338.98,,28 ,243.6292135206946,251.53072610724365,253.54331313060302,256.09348358447454,249.82266716369813,253.4675883725981,241.83247012776394,259.4083671808753,251.05901179030886,250.16999059880615,267.4203977104518,251.831513676248,247.17782526661185,256.78951998321435,266.3272250143936,260.83361814744785,251.07465665256612,251.16558358168342,247.3309649362343,254.1604663581894,257.5596939488498,260.0566866083162,265.34070304758313,242.16766927314734,232.42967252509067
1,2026-04-25 00:00:00,78116,71520,229.29,17934652,6596,,1,2026-04-25 00:00:00,120297,0.22134622269960616,26627.286552094523,,,1,2026-03-14 00:00:00,MAR,95926,210.02950190772054,20147290,,335,198.62381555046454,222.9393160454229,192.10800227627877,194.56388606882368,194.31772389347827,206.49355752181853,211.08578740352175,199.25213670036965,199.8567453485328,206.12658075900586,212.69350798337845,205.95035681991953,201.94796203610608,206.28894644148167,200.18516219208766,203.5331698666099,205.39057967510468,203.2642712995413,206.87658316281733,206.3873927606303,210.66489529632045,212.21417516159445,214.81693941732064,259.0075137929704,259.5448082843549
1,2026-05-02 00:00:00,81487,73948,221.21,18035024,7539,,1,2026-05-02 00:00:00,120052,0.251230600663952,30160.736070908762,,,1,2026-03-21 00:00:00,MAR,86211,209.2120495064435,18036380,,42 ,,,,,,,,,,,,,,,,,,,,,,,,,
1,2026-05-09 00:00:00,78286,70424,229.26,17971810,7862,,1,2026-05-09 00:00:00,120501,0.20689733460473142,24931.33571720474,,,,,,,,,,5  ,249.13766679746067,235.15657839734666,251.02112566863497,251.11377765784545,239.3823815733624,248.50809695493706,256.9720448123694,243.9918182193849,244.2878934389368,259.3483780980586,253.38704468007117,237.96189440844876,247.70754848298336,255.6212740984525,261.8705772553017,249.3939847468485,242.0037564977917,251.27678760040234,246.23297606355828,250.6716848454023,250.87185766638973,255.52284846067883,259.59071669397287,238.69703318937007,231.17361774306198
1,2026-05-16 00:00:00,72213,64418,224.91,16267883,7795,,1,2026-05-16 00:00:00,113692,0.29206120156797405,33205.0221286661,,,,Week,Period,PCS FCST,ASP,Invoicing FCST,,ECR,249.5757145917918,252.92721393181,244.3866928413812,256.63650584558377,252.77905343334658,244.43051212536608,249.82456301569746,247.95908675962835,257.44858091799074,273.1499063203154,240.66782543250244,252.6552357363288,265.84233265701334,264.32067445340823,263.53570178275413,269.29171077220656,255.1240899861822,262.5539795435333,251.55907412405628,262.0459090131904,263.92679321642055,265.44839555273194,261.79489411225126,239.13941727633141,234.7725408212208
